chunksize, num_threads, reps, t1, res1, t2, res2 
64, 6, 08, -343021.474766, 0.311547, -25242644.603147, 4.921750
64, 6, 09, -343021.474766, 0.311115, -25242644.603147, 4.921568
64, 6, 10, -343021.474766, 0.314740, -25242644.603147, 4.921784
64, 8, 01, -343021.474766, 0.260098, -25242644.603147, 4.923148
64, 8, 02, -343021.474766, 0.252837, -25242644.603147, 4.921701
64, 8, 03, -343021.474766, 0.240213, -25242644.603147, 4.921428
64, 8, 04, -343021.474766, 0.245281, -25242644.603147, 4.920915
64, 8, 05, -343021.474766, 0.243793, -25242644.603147, 4.921578
64, 8, 06, -343021.474766, 0.244589, -25242644.603147, 4.922220
64, 8, 07, -343021.474766, 0.249750, -25242644.603147, 4.922366
64, 8, 08, -343021.474766, 0.287533, -25242644.603147, 4.921682
64, 8, 09, -343021.474766, 0.235194, -25242644.603147, 4.920295
64, 8, 10, -343021.474766, 0.240339, -25242644.603147, 4.922381
64, 16, 01, -343021.474766, 0.192399, -25242644.603147, 4.938620
64, 16, 02, -343021.474766, 0.176215, -25242644.603147, 4.924689
64, 16, 03, -343021.474766, 0.148201, -25242644.603147, 4.938284
64, 16, 04, -343021.474766, 0.157256, -25242644.603147, 4.931798
64, 16, 05, -343021.474766, 0.144918, -25242644.603147, 4.922573
64, 16, 06, -343021.474766, 0.173806, -25242644.603147, 4.921955
64, 16, 07, -343021.474766, 0.181464, -25242644.603147, 4.925479
64, 16, 08, -343021.474766, 0.147313, -25242644.603147, 4.924202
64, 16, 09, -343021.474766, 0.167928, -25242644.603147, 4.922221
64, 16, 10, -343021.474766, 0.132071, -25242644.603147, 4.924065
