exec, num_threads, reps, res1, t1, res2, t2 
2, 12, 5, -343021.474766, 0.191584, -25242644.603147, 2.072584
2, 12, 6, -343021.474766, 0.188298, -25242644.603147, 2.070579
2, 12, 7, -343021.474766, 0.182550, -25242644.603147, 2.070284
2, 12, 8, -343021.474766, 0.178875, -25242644.603147, 2.071284
2, 12, 9, -343021.474766, 0.205947, -25242644.603147, 2.072642
2, 12, 10, -343021.474766, 0.188899, -25242644.603147, 2.072077
2, 16, 0, -343021.474766, 0.163838, -25242644.603147, 2.106205
2, 16, 1, -343021.474766, 0.158457, -25242644.603147, 2.072515
2, 16, 2, -343021.474766, 0.155468, -25242644.603147, 2.076926
2, 16, 3, -343021.474766, 0.130445, -25242644.603147, 2.070918
2, 16, 4, -343021.474766, 0.140564, -25242644.603147, 2.081505
2, 16, 5, -343021.474766, 0.159264, -25242644.603147, 2.070679
2, 16, 6, -343021.474766, 0.154072, -25242644.603147, 2.072524
2, 16, 7, -343021.474766, 0.132444, -25242644.603147, 2.070271
2, 16, 8, -343021.474766, 0.147498, -25242644.603147, 2.071409
2, 16, 9, -343021.474766, 0.144970, -25242644.603147, 2.070728
2, 16, 10, -343021.474766, 0.144675, -25242644.603147, 2.078416
3, 1, 0, -343021.474766, 1.642461, -25242644.603147, 8.655303
3, 1, 1, -343021.474766, 1.642305, -25242644.603147, 8.653290
3, 1, 2, -343021.474766, 1.642332, -25242644.603147, 8.654221
3, 1, 3, -343021.474766, 1.643008, -25242644.603147, 8.656162
3, 1, 4, -343021.474766, 1.643691, -25242644.603147, 8.653172
3, 1, 5, -343021.474766, 1.641983, -25242644.603147, 8.654793
3, 1, 6, -343021.474766, 1.643371, -25242644.603147, 8.659470
3, 1, 7, -343021.474766, 1.643198, -25242644.603147, 8.654520
3, 1, 8, -343021.474766, 1.642474, -25242644.603147, 8.650964
3, 1, 9, -343021.474766, 1.642132, -25242644.603147, 8.656562
3, 1, 10, -343021.474766, 1.642512, -25242644.603147, 8.651120
3, 2, 0, -343021.474766, 0.843628, -25242644.603147, 6.199935
3, 2, 1, -343021.474766, 0.840179, -25242644.603147, 6.200054
3, 2, 2, -343021.474766, 0.842522, -25242644.603147, 6.200440
3, 2, 3, -343021.474766, 0.839729, -25242644.603147, 6.201923
3, 2, 4, -343021.474766, 0.841851, -25242644.603147, 6.200364
3, 2, 5, -343021.474766, 0.838711, -25242644.603147, 6.201881
3, 2, 6, -343021.474766, 0.841633, -25242644.603147, 6.202565
3, 2, 7, -343021.474766, 0.838415, -25242644.603147, 6.202776
3, 2, 8, -343021.474766, 0.839959, -25242644.603147, 6.200355
3, 2, 9, -343021.474766, 0.845537, -25242644.603147, 6.201176
3, 2, 10, -343021.474766, 0.838920, -25242644.603147, 6.202085
3, 4, 0, -343021.474766, 0.449665, -25242644.603147, 5.430364
3, 4, 1, -343021.474766, 0.445283, -25242644.603147, 5.429459
3, 4, 2, -343021.474766, 0.443221, -25242644.603147, 5.427904
