exec, num_threads, reps, res1, t1, res2, t2 
1, 6, 5, -343021.474766, 0.394104, -25242644.603147, 2.013593
1, 6, 6, -343021.474766, 0.329166, -25242644.603147, 2.033408
1, 6, 7, -343021.474766, 0.292549, -25242644.603147, 2.096681
1, 6, 8, -343021.474766, 0.390188, -25242644.603147, 2.044046
1, 6, 9, -343021.474766, 0.385685, -25242644.603147, 2.036517
1, 6, 10, -343021.474766, 0.403665, -25242644.603147, 2.044635
1, 8, 0, -343021.474766, 0.314110, -25242644.603147, 1.359479
1, 8, 1, -343021.474766, 0.263412, -25242644.603147, 1.350978
1, 8, 2, -343021.474766, 0.318303, -25242644.603147, 1.342206
1, 8, 3, -343021.474766, 0.260926, -25242644.603147, 1.423747
1, 8, 4, -343021.474766, 0.260489, -25242644.603147, 1.314246
1, 8, 5, -343021.474766, 0.256502, -25242644.603147, 1.402570
1, 8, 6, -343021.474766, 0.256056, -25242644.603147, 1.355541
1, 8, 7, -343021.474766, 0.328357, -25242644.603147, 1.382002
1, 8, 8, -343021.474766, 0.325329, -25242644.603147, 1.437380
1, 8, 9, -343021.474766, 0.302709, -25242644.603147, 1.367066
1, 8, 10, -343021.474766, 0.261311, -25242644.603147, 1.353748
1, 12, 0, -343021.474766, 0.258472, -25242644.603147, 1.222917
1, 12, 1, -343021.474766, 0.252733, -25242644.603147, 1.252043
1, 12, 2, -343021.474766, 0.185448, -25242644.603147, 1.323129
1, 12, 3, -343021.474766, 0.190011, -25242644.603147, 1.254732
1, 12, 4, -343021.474766, 0.181647, -25242644.603147, 1.240651
1, 12, 5, -343021.474766, 0.242700, -25242644.603147, 1.172170
1, 12, 6, -343021.474766, 0.262257, -25242644.603147, 1.245202
1, 12, 7, -343021.474766, 0.215793, -25242644.603147, 1.252154
1, 12, 8, -343021.474766, 0.194329, -25242644.603147, 1.225922
1, 12, 9, -343021.474766, 0.193102, -25242644.603147, 1.242806
1, 12, 10, -343021.474766, 0.248681, -25242644.603147, 1.342252
1, 16, 0, -343021.474766, 0.158057, -25242644.603147, 1.095608
1, 16, 1, -343021.474766, 0.201877, -25242644.603147, 1.073461
1, 16, 2, -343021.474766, 0.221604, -25242644.603147, 1.331263
1, 16, 3, -343021.474766, 0.200510, -25242644.603147, 1.017609
1, 16, 4, -343021.474766, 0.155422, -25242644.603147, 0.962744
1, 16, 5, -343021.474766, 0.150492, -25242644.603147, 1.065075
1, 16, 6, -343021.474766, 0.153327, -25242644.603147, 1.023354
1, 16, 7, -343021.474766, 0.187622, -25242644.603147, 1.063024
1, 16, 8, -343021.474766, 0.173223, -25242644.603147, 1.273772
1, 16, 9, -343021.474766, 0.206553, -25242644.603147, 1.019846
1, 16, 10, -343021.474766, 0.229159, -25242644.603147, 1.058841
2, 1, 0, -343021.474766, 1.641207, -25242644.603147, 8.651411
2, 1, 1, -343021.474766, 1.641650, -25242644.603147, 8.654397
2, 1, 2, -343021.474766, 1.668660, -25242644.603147, 8.656371
2, 1, 3, -343021.474766, 1.677575, -25242644.603147, 8.654225
2, 1, 4, -343021.474766, 1.642120, -25242644.603147, 8.653911
2, 1, 5, -343021.474766, 1.674282, -25242644.603147, 8.654019
2, 1, 6, -343021.474766, 1.677816, -25242644.603147, 8.652582
2, 1, 7, -343021.474766, 1.641936, -25242644.603147, 8.653345
2, 1, 8, -343021.474766, 1.670640, -25242644.603147, 8.653026
2, 1, 9, -343021.474766, 1.674293, -25242644.603147, 8.654306
2, 1, 10, -343021.474766, 1.679047, -25242644.603147, 8.653464
2, 2, 0, -343021.474766, 0.904994, -25242644.603147, 4.423412
2, 2, 1, -343021.474766, 0.896761, -25242644.603147, 4.421157
2, 2, 2, -343021.474766, 0.896074, -25242644.603147, 4.420467
2, 2, 3, -343021.474766, 0.877277, -25242644.603147, 4.417817
2, 2, 4, -343021.474766, 0.891425, -25242644.603147, 4.418344
2, 2, 5, -343021.474766, 0.893513, -25242644.603147, 4.418991
2, 2, 6, -343021.474766, 0.876296, -25242644.603147, 4.423012
2, 2, 7, -343021.474766, 0.896896, -25242644.603147, 4.422302
2, 2, 8, -343021.474766, 0.894909, -25242644.603147, 4.419286
2, 2, 9, -343021.474766, 0.878671, -25242644.603147, 4.418665
2, 2, 10, -343021.474766, 0.881430, -25242644.603147, 4.418491
2, 4, 0, -343021.474766, 0.463971, -25242644.603147, 2.396845
2, 4, 1, -343021.474766, 0.450112, -25242644.603147, 2.375415
2, 4, 2, -343021.474766, 0.453911, -25242644.603147, 2.394349
2, 4, 3, -343021.474766, 0.466643, -25242644.603147, 2.392293
2, 4, 4, -343021.474766, 0.455618, -25242644.603147, 2.379873
2, 4, 5, -343021.474766, 0.445537, -25242644.603147, 2.376336
2, 4, 6, -343021.474766, 0.432731, -25242644.603147, 2.389788
2, 4, 7, -343021.474766, 0.454957, -25242644.603147, 2.383846
2, 4, 8, -343021.474766, 0.455459, -25242644.603147, 2.380306
2, 4, 9, -343021.474766, 0.461023, -25242644.603147, 2.375533
2, 4, 10, -343021.474766, 0.451855, -25242644.603147, 2.379147
2, 6, 0, -343021.474766, 0.323011, -25242644.603147, 1.646188
2, 6, 1, -343021.474766, 0.314939, -25242644.603147, 1.630125
2, 6, 2, -343021.474766, 0.293977, -25242644.603147, 1.634634
2, 6, 3, -343021.474766, 0.325176, -25242644.603147, 1.615263
2, 6, 4, -343021.474766, 0.295009, -25242644.603147, 1.627909
2, 6, 5, -343021.474766, 0.293521, -25242644.603147, 1.607003
2, 6, 6, -343021.474766, 0.340982, -25242644.603147, 1.624025
2, 6, 7, -343021.474766, 0.311335, -25242644.603147, 1.638445
2, 6, 8, -343021.474766, 0.314334, -25242644.603147, 1.631967
2, 6, 9, -343021.474766, 0.327105, -25242644.603147, 1.631690
2, 6, 10, -343021.474766, 0.297656, -25242644.603147, 1.636358
2, 8, 0, -343021.474766, 0.250012, -25242644.603147, 1.220336
2, 8, 1, -343021.474766, 0.233840, -25242644.603147, 1.220925
2, 8, 2, -343021.474766, 0.255108, -25242644.603147, 1.276236
2, 8, 3, -343021.474766, 0.245490, -25242644.603147, 1.226339
2, 8, 4, -343021.474766, 0.245557, -25242644.603147, 1.242734
2, 8, 5, -343021.474766, 0.240945, -25242644.603147, 1.220588
2, 8, 6, -343021.474766, 0.237226, -25242644.603147, 1.220040
2, 8, 7, -343021.474766, 0.235628, -25242644.603147, 1.242160
2, 8, 8, -343021.474766, 0.241962, -25242644.603147, 1.223165
2, 8, 9, -343021.474766, 0.249231, -25242644.603147, 1.207063
2, 8, 10, -343021.474766, 0.237236, -25242644.603147, 1.223571
2, 12, 0, -343021.474766, 0.180599, -25242644.603147, 0.812767
2, 12, 1, -343021.474766, 0.185686, -25242644.603147, 0.858781
2, 12, 2, -343021.474766, 0.164244, -25242644.603147, 0.852794
2, 12, 3, -343021.474766, 0.179670, -25242644.603147, 0.895033
2, 12, 4, -343021.474766, 0.163691, -25242644.603147, 0.844834
2, 12, 5, -343021.474766, 0.180487, -25242644.603147, 0.858047
2, 12, 6, -343021.474766, 0.186475, -25242644.603147, 0.837418
2, 12, 7, -343021.474766, 0.175555, -25242644.603147, 0.857424
2, 12, 8, -343021.474766, 0.166027, -25242644.603147, 0.851138
2, 12, 9, -343021.474766, 0.160405, -25242644.603147, 0.864513
2, 12, 10, -343021.474766, 0.169591, -25242644.603147, 0.850198
2, 16, 0, -343021.474766, 0.150272, -25242644.603147, 0.704285
2, 16, 1, -343021.474766, 0.141737, -25242644.603147, 0.733744
2, 16, 2, -343021.474766, 0.141456, -25242644.603147, 0.709810
2, 16, 3, -343021.474766, 0.122826, -25242644.603147, 0.708123
2, 16, 4, -343021.474766, 0.142093, -25242644.603147, 0.709274
2, 16, 5, -343021.474766, 0.125495, -25242644.603147, 0.724897
2, 16, 6, -343021.474766, 0.131460, -25242644.603147, 0.712248
2, 16, 7, -343021.474766, 0.140643, -25242644.603147, 0.728916
2, 16, 8, -343021.474766, 0.138209, -25242644.603147, 0.701449
2, 16, 9, -343021.474766, 0.141842, -25242644.603147, 0.704720
2, 16, 10, -343021.474766, 0.152535, -25242644.603147, 0.706809
3, 1, 0, -343021.474766, 1.641976, -25242644.603147, 8.653054
3, 1, 1, -343021.474766, 1.672853, -25242644.603147, 8.652381
3, 1, 2, -343021.474766, 1.672770, -25242644.603147, 8.653487
3, 1, 3, -343021.474766, 1.675935, -25242644.603147, 8.655944
3, 1, 4, -343021.474766, 1.642221, -25242644.603147, 8.654119
3, 1, 5, -343021.474766, 1.675194, -25242644.603147, 8.653559
3, 1, 6, -343021.474766, 1.676217, -25242644.603147, 8.652433
3, 1, 7, -343021.474766, 1.675771, -25242644.603147, 8.655490
3, 1, 8, -343021.474766, 1.668843, -25242644.603147, 8.654285
3, 1, 9, -343021.474766, 1.670532, -25242644.603147, 8.654356
3, 1, 10, -343021.474766, 1.673334, -25242644.603147, 8.654353
3, 2, 0, -343021.474766, 0.862253, -25242644.603147, 6.201343
3, 2, 1, -343021.474766, 0.838994, -25242644.603147, 6.201392
3, 2, 2, -343021.474766, 0.863196, -25242644.603147, 6.202231
3, 2, 3, -343021.474766, 0.854280, -25242644.603147, 6.203335
3, 2, 4, -343021.474766, 0.854477, -25242644.603147, 6.201959
3, 2, 5, -343021.474766, 0.859492, -25242644.603147, 6.201112
3, 2, 6, -343021.474766, 0.861726, -25242644.603147, 6.201949
3, 2, 7, -343021.474766, 0.857997, -25242644.603147, 6.201337
3, 2, 8, -343021.474766, 0.858058, -25242644.603147, 6.200906
3, 2, 9, -343021.474766, 0.858151, -25242644.603147, 6.201913
3, 2, 10, -343021.474766, 0.847266, -25242644.603147, 6.200245
3, 4, 0, -343021.474766, 0.452338, -25242644.603147, 5.429504
3, 4, 1, -343021.474766, 0.436412, -25242644.603147, 5.431240
3, 4, 2, -343021.474766, 0.448366, -25242644.603147, 5.431578
3, 4, 3, -343021.474766, 0.434483, -25242644.603147, 5.430586
3, 4, 4, -343021.474766, 0.430973, -25242644.603147, 5.429459
3, 4, 5, -343021.474766, 0.445008, -25242644.603147, 5.429832
3, 4, 6, -343021.474766, 0.440614, -25242644.603147, 5.431156
3, 4, 7, -343021.474766, 0.439772, -25242644.603147, 5.429030
3, 4, 8, -343021.474766, 0.453052, -25242644.603147, 5.428846
3, 4, 9, -343021.474766, 0.450728, -25242644.603147, 5.429272
3, 4, 10, -343021.474766, 0.441747, -25242644.603147, 5.429258
3, 6, 0, -343021.474766, 0.345985, -25242644.603147, 4.785672
3, 6, 1, -343021.474766, 0.293623, -25242644.603147, 4.784525
3, 6, 2, -343021.474766, 0.334665, -25242644.603147, 4.785190
3, 6, 3, -343021.474766, 0.350983, -25242644.603147, 4.784523
3, 6, 4, -343021.474766, 0.304045, -25242644.603147, 4.785771
3, 6, 5, -343021.474766, 0.307065, -25242644.603147, 4.784834
3, 6, 6, -343021.474766, 0.346523, -25242644.603147, 4.785353
3, 6, 7, -343021.474766, 0.320452, -25242644.603147, 4.786025
3, 6, 8, -343021.474766, 0.311860, -25242644.603147, 4.784894
3, 6, 9, -343021.474766, 0.306063, -25242644.603147, 4.785868
3, 6, 10, -343021.474766, 0.307918, -25242644.603147, 4.784581
3, 8, 0, -343021.474766, 0.244875, -25242644.603147, 4.399064
3, 8, 1, -343021.474766, 0.236960, -25242644.603147, 4.402011
3, 8, 2, -343021.474766, 0.241476, -25242644.603147, 4.395797
3, 8, 3, -343021.474766, 0.263278, -25242644.603147, 4.397199
3, 8, 4, -343021.474766, 0.250247, -25242644.603147, 4.397603
3, 8, 5, -343021.474766, 0.247018, -25242644.603147, 4.396396
3, 8, 6, -343021.474766, 0.247260, -25242644.603147, 4.395976
3, 8, 7, -343021.474766, 0.243233, -25242644.603147, 4.398860
3, 8, 8, -343021.474766, 0.244915, -25242644.603147, 4.400433
3, 8, 9, -343021.474766, 0.239693, -25242644.603147, 4.396946
3, 8, 10, -343021.474766, 0.233800, -25242644.603147, 4.396068
3, 12, 0, -343021.474766, 0.191010, -25242644.603147, 3.880260
3, 12, 1, -343021.474766, 0.180177, -25242644.603147, 3.880885
3, 12, 2, -343021.474766, 0.180476, -25242644.603147, 3.880872
3, 12, 3, -343021.474766, 0.180978, -25242644.603147, 3.883805
3, 12, 4, -343021.474766, 0.196537, -25242644.603147, 3.881050
3, 12, 5, -343021.474766, 0.174886, -25242644.603147, 3.879211
3, 12, 6, -343021.474766, 0.226260, -25242644.603147, 3.881794
3, 12, 7, -343021.474766, 0.181763, -25242644.603147, 3.879518
3, 12, 8, -343021.474766, 0.180491, -25242644.603147, 3.882426
3, 12, 9, -343021.474766, 0.193361, -25242644.603147, 3.879637
3, 12, 10, -343021.474766, 0.176085, -25242644.603147, 3.879536
3, 16, 0, -343021.474766, 0.174905, -25242644.603147, 2.848036
3, 16, 1, -343021.474766, 0.181729, -25242644.603147, 2.849033
3, 16, 2, -343021.474766, 0.158889, -25242644.603147, 2.846852
3, 16, 3, -343021.474766, 0.137233, -25242644.603147, 2.846426
3, 16, 4, -343021.474766, 0.139478, -25242644.603147, 2.845798
3, 16, 5, -343021.474766, 0.139553, -25242644.603147, 2.847981
3, 16, 6, -343021.474766, 0.155443, -25242644.603147, 2.846494
3, 16, 7, -343021.474766, 0.147245, -25242644.603147, 2.846806
3, 16, 8, -343021.474766, 0.154696, -25242644.603147, 2.849966
3, 16, 9, -343021.474766, 0.149653, -25242644.603147, 2.849445
3, 16, 10, -343021.474766, 0.162215, -25242644.603147, 2.870628
