exec, num_threads, reps, res1, t1, res2, t2 
1, 4, 06, -343021.474766, 0.453459, -25242644.603147, 6.211917
1, 4, 07, -343021.474766, 0.450661, -25242644.603147, 6.211186
1, 4, 08, -343021.474766, 0.442650, -25242644.603147, 6.208892
1, 4, 09, -343021.474766, 0.429935, -25242644.603147, 6.209386
1, 4, 10, -343021.474766, 0.442753, -25242644.603147, 6.210707
1, 6, 01, -343021.474766, 0.354257, -25242644.603147, 5.694696
1, 6, 02, -343021.474766, 0.334489, -25242644.603147, 5.694054
1, 6, 03, -343021.474766, 0.315390, -25242644.603147, 5.691901
1, 6, 04, -343021.474766, 0.303943, -25242644.603147, 5.692298
1, 6, 05, -343021.474766, 0.310721, -25242644.603147, 5.693789
1, 6, 06, -343021.474766, 0.305967, -25242644.603147, 5.693643
1, 6, 07, -343021.474766, 0.305878, -25242644.603147, 5.692788
1, 6, 08, -343021.474766, 0.342717, -25242644.603147, 5.693343
1, 6, 09, -343021.474766, 0.292029, -25242644.603147, 5.694437
1, 6, 10, -343021.474766, 0.312229, -25242644.603147, 5.693041
1, 8, 01, -343021.474766, 0.241396, -25242644.603147, 5.435244
1, 8, 02, -343021.474766, 0.247088, -25242644.603147, 5.434875
1, 8, 03, -343021.474766, 0.253367, -25242644.603147, 5.435063
1, 8, 04, -343021.474766, 0.266231, -25242644.603147, 5.434613
1, 8, 05, -343021.474766, 0.261298, -25242644.603147, 5.434130
1, 8, 06, -343021.474766, 0.232139, -25242644.603147, 5.434546
1, 8, 07, -343021.474766, 0.237025, -25242644.603147, 5.436547
1, 8, 08, -343021.474766, 0.236706, -25242644.603147, 5.433761
1, 8, 09, -343021.474766, 0.291649, -25242644.603147, 5.436179
1, 8, 10, -343021.474766, 0.244587, -25242644.603147, 5.436642
1, 16, 01, -343021.474766, 0.179025, -25242644.603147, 4.402544
1, 16, 02, -343021.474766, 0.140022, -25242644.603147, 4.399678
1, 16, 03, -343021.474766, 0.155273, -25242644.603147, 4.400033
1, 16, 04, -343021.474766, 0.157655, -25242644.603147, 4.400695
1, 16, 05, -343021.474766, 0.157042, -25242644.603147, 4.400801
1, 16, 06, -343021.474766, 0.144778, -25242644.603147, 4.401918
1, 16, 07, -343021.474766, 0.147474, -25242644.603147, 4.398603
1, 16, 08, -343021.474766, 0.138955, -25242644.603147, 4.399345
1, 16, 09, -343021.474766, 0.139795, -25242644.603147, 4.401722
1, 16, 10, -343021.474766, 0.138547, -25242644.603147, 4.399889
1, 28, 01, -343021.474766, 0.149336, -25242644.603147, 3.495645
1, 28, 02, -343021.474766, 0.132055, -25242644.603147, 3.496410
1, 28, 03, -343021.474766, 0.129106, -25242644.603147, 3.496295
1, 28, 04, -343021.474766, 0.146261, -25242644.603147, 3.494966
1, 28, 05, -343021.474766, 0.155276, -25242644.603147, 3.494729
1, 28, 06, -343021.474766, 0.148198, -25242644.603147, 3.496358
1, 28, 07, -343021.474766, 0.153681, -25242644.603147, 3.496333
1, 28, 08, -343021.474766, 0.126497, -25242644.603147, 3.494724
1, 28, 09, -343021.474766, 0.119918, -25242644.603147, 3.496064
1, 28, 10, -343021.474766, 0.143382, -25242644.603147, 3.494849
1, 36, 01, -343021.474766, 0.168716, -25242644.603147, 2.720799
1, 36, 02, -343021.474766, 0.123799, -25242644.603147, 2.720548
1, 36, 03, -343021.474766, 0.150105, -25242644.603147, 2.724508
1, 36, 04, -343021.474766, 0.134950, -25242644.603147, 2.719848
1, 36, 05, -343021.474766, 0.143343, -25242644.603147, 2.723522
1, 36, 06, -343021.474766, 0.138414, -25242644.603147, 2.719867
1, 36, 07, -343021.474766, 0.128515, -25242644.603147, 2.720355
1, 36, 08, -343021.474766, 0.134681, -25242644.603147, 2.720874
1, 36, 09, -343021.474766, 0.149107, -25242644.603147, 2.719546
1, 36, 10, -343021.474766, 0.144101, -25242644.603147, 2.721355
2, 1, 01, -343021.474766, 1.640436, -25242644.603147, 8.652281
2, 1, 02, -343021.474766, 1.666026, -25242644.603147, 8.652867
2, 1, 03, -343021.474766, 1.640122, -25242644.603147, 8.652855
2, 1, 04, -343021.474766, 1.639682, -25242644.603147, 8.654758
2, 1, 05, -343021.474766, 1.669809, -25242644.603147, 8.653873
2, 1, 06, -343021.474766, 1.639663, -25242644.603147, 8.653265
2, 1, 07, -343021.474766, 1.640033, -25242644.603147, 8.653776
2, 1, 08, -343021.474766, 1.639268, -25242644.603147, 8.652737
2, 1, 09, -343021.474766, 1.639634, -25242644.603147, 8.652977
2, 1, 10, -343021.474766, 1.640490, -25242644.603147, 8.653297
2, 2, 01, -343021.474766, 0.958237, -25242644.603147, 6.204238
2, 2, 02, -343021.474766, 0.925197, -25242644.603147, 6.205886
2, 2, 03, -343021.474766, 0.925476, -25242644.603147, 6.203635
2, 2, 04, -343021.474766, 0.926128, -25242644.603147, 6.203930
2, 2, 05, -343021.474766, 0.925328, -25242644.603147, 6.203945
2, 2, 06, -343021.474766, 0.925524, -25242644.603147, 6.203814
2, 2, 07, -343021.474766, 0.926488, -25242644.603147, 6.203069
2, 2, 08, -343021.474766, 0.926924, -25242644.603147, 6.205628
2, 2, 09, -343021.474766, 0.950152, -25242644.603147, 6.203988
2, 2, 10, -343021.474766, 0.955811, -25242644.603147, 6.203763
2, 4, 01, -343021.474766, 0.467173, -25242644.603147, 4.401173
2, 4, 02, -343021.474766, 0.448628, -25242644.603147, 4.396351
2, 4, 03, -343021.474766, 0.448619, -25242644.603147, 4.398566
2, 4, 04, -343021.474766, 0.449536, -25242644.603147, 4.399129
2, 4, 05, -343021.474766, 0.448875, -25242644.603147, 4.398883
2, 4, 06, -343021.474766, 0.448618, -25242644.603147, 4.397242
2, 4, 07, -343021.474766, 0.455708, -25242644.603147, 4.399120
2, 4, 08, -343021.474766, 0.449112, -25242644.603147, 4.398255
2, 4, 09, -343021.474766, 0.462009, -25242644.603147, 4.399519
2, 4, 10, -343021.474766, 0.458340, -25242644.603147, 4.399222
2, 6, 01, -343021.474766, 0.363604, -25242644.603147, 2.721658
2, 6, 02, -343021.474766, 0.319644, -25242644.603147, 2.721516
2, 6, 03, -343021.474766, 0.375569, -25242644.603147, 2.723006
2, 6, 04, -343021.474766, 0.364443, -25242644.603147, 2.722325
2, 6, 05, -343021.474766, 0.317800, -25242644.603147, 2.720219
2, 6, 06, -343021.474766, 0.320223, -25242644.603147, 2.723438
2, 6, 07, -343021.474766, 0.378414, -25242644.603147, 2.721642
2, 6, 08, -343021.474766, 0.320630, -25242644.603147, 2.722804
2, 6, 09, -343021.474766, 0.304354, -25242644.603147, 2.723099
